DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
DHS_SUBPAGES_REPORT,87,88,+1 LINKS
FEDERAL_RESERVE_SUBPAGES_REPORT,218,217,-1 LINKS
DEFENSE_SUBPAGES_REPORT,91,90,-1 LINKS
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,0,85,+85 LINKS
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,0,186,+186 LINKS
STATE_SUBPAGES_REPORT,0,354,+354 LINKS
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,78,78,NO CHANGE
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,134,134,NO CHANGE
CDC_SUBPAGES_REPORT,137,137,NO CHANGE
FEMA_SUBPAGES_REPORT,171,171,NO CHANGE
USA_SUBPAGES_REPORT,43,43,NO CHANGE
IRS_SUBPAGES_REPORT,94,94,NO CHANGE
DOGE_SUBPAGES_REPORT,8,8,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
VETERANS_AFFAIRS_SUBPAGES_REPORT,39,39,NO CHANGE
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,119,119,NO CHANGE
FBI_SUBPAGES_REPORT,95,95,NO CHANGE
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,83,83,NO CHANGE
TSA_SUBPAGES_REPORT,122,122,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,71,71,NO CHANGE
JUSTICE_SUBPAGES_REPORT,61,61,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,233,233,NO CHANGE
US_ARMY_SUBPAGES_REPORT,58,58,NO CHANGE
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,113,113,NO CHANGE
US_AIR_FORCE_SUBPAGES_REPORT,147,147,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,163,163,NO CHANGE
US_NAVY_SUBPAGES_REPORT,62,62,NO CHANGE
WHITE_HOUSE_SUBPAGES_REPORT,38,38,NO CHANGE
