DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
FBI_SUBPAGES_REPORT,96,95,-1 LINKS
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,78,80,+2 LINKS
US_AIR_FORCE_SUBPAGES_REPORT,149,147,-2 LINKS
TSA_SUBPAGES_REPORT,48,106,+58 LINKS
DHS_SUBPAGES_REPORT,88,88,NO CHANGE
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,132,132,NO CHANGE
CDC_SUBPAGES_REPORT,138,138,NO CHANGE
FEMA_SUBPAGES_REPORT,172,172,NO CHANGE
USA_SUBPAGES_REPORT,43,43,NO CHANGE
STATE_SUBPAGES_REPORT,384,384,NO CHANGE
IRS_SUBPAGES_REPORT,96,96,NO CHANGE
DOGE_SUBPAGES_REPORT,8,8,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,218,218,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
VETERANS_AFFAIRS_SUBPAGES_REPORT,39,39,NO CHANGE
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,120,120,NO CHANGE
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,82,82,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,83,83,NO CHANGE
JUSTICE_SUBPAGES_REPORT,58,58,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,233,233,NO CHANGE
DEFENSE_SUBPAGES_REPORT,89,89,NO CHANGE
US_ARMY_SUBPAGES_REPORT,57,57,NO CHANGE
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,85,85,NO CHANGE
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,113,113,NO CHANGE
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,183,183,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,164,164,NO CHANGE
US_NAVY_SUBPAGES_REPORT,68,68,NO CHANGE
WHITE_HOUSE_SUBPAGES_REPORT,21,21,NO CHANGE
