DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
US_AIR_FORCE_SUBPAGES_REPORT,146,147,+1 LINKS
DHS_SUBPAGES_REPORT,89,88,-1 LINKS
FEMA_SUBPAGES_REPORT,175,174,-1 LINKS
DEFENSE_SUBPAGES_REPORT,90,89,-1 LINKS
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,80,78,-2 LINKS
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,90,82,-8 LINKS
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,167,178,+11 LINKS
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,134,134,NO CHANGE
CDC_SUBPAGES_REPORT,136,136,NO CHANGE
USA_SUBPAGES_REPORT,43,43,NO CHANGE
STATE_SUBPAGES_REPORT,384,384,NO CHANGE
IRS_SUBPAGES_REPORT,96,96,NO CHANGE
DOGE_SUBPAGES_REPORT,8,8,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,217,217,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
VETERANS_AFFAIRS_SUBPAGES_REPORT,39,39,NO CHANGE
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,121,121,NO CHANGE
FBI_SUBPAGES_REPORT,96,96,NO CHANGE
TSA_SUBPAGES_REPORT,47,47,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,83,83,NO CHANGE
JUSTICE_SUBPAGES_REPORT,57,57,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,233,233,NO CHANGE
US_ARMY_SUBPAGES_REPORT,57,57,NO CHANGE
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,85,85,NO CHANGE
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,113,113,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,163,163,NO CHANGE
US_NAVY_SUBPAGES_REPORT,70,70,NO CHANGE
WHITE_HOUSE_SUBPAGES_REPORT,21,21,NO CHANGE
