DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,132,133,+1 LINKS
STATE_SUBPAGES_REPORT,379,380,+1 LINKS
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,112,113,+1 LINKS
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,84,83,-1 LINKS
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,164,163,-1 LINKS
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,79,81,+2 LINKS
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,82,84,+2 LINKS
DHS_SUBPAGES_REPORT,87,87,NO CHANGE
CDC_SUBPAGES_REPORT,137,137,NO CHANGE
FEMA_SUBPAGES_REPORT,172,172,NO CHANGE
USA_SUBPAGES_REPORT,43,43,NO CHANGE
IRS_SUBPAGES_REPORT,96,96,NO CHANGE
DOGE_SUBPAGES_REPORT,8,8,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,218,218,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
VETERANS_AFFAIRS_SUBPAGES_REPORT,39,39,NO CHANGE
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,120,120,NO CHANGE
FBI_SUBPAGES_REPORT,95,95,NO CHANGE
TSA_SUBPAGES_REPORT,118,118,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
JUSTICE_SUBPAGES_REPORT,58,58,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,233,233,NO CHANGE
DEFENSE_SUBPAGES_REPORT,92,92,NO CHANGE
US_ARMY_SUBPAGES_REPORT,59,59,NO CHANGE
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,85,85,NO CHANGE
US_AIR_FORCE_SUBPAGES_REPORT,149,149,NO CHANGE
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,183,183,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
US_NAVY_SUBPAGES_REPORT,68,68,NO CHANGE
WHITE_HOUSE_SUBPAGES_REPORT,32,32,NO CHANGE
