DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
JUSTICE_SUBPAGES_REPORT,56,57,+1 LINKS
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,112,113,+1 LINKS
WHITE_HOUSE_SUBPAGES_REPORT,19,20,+1 LINKS
FBI_SUBPAGES_REPORT,96,97,+1 LINKS
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,169,168,-1 LINKS
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,81,79,-2 LINKS
DEFENSE_SUBPAGES_REPORT,88,91,+3 LINKS
STATE_SUBPAGES_REPORT,383,383,NO CHANGE
IRS_SUBPAGES_REPORT,96,96,NO CHANGE
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,83,83,NO CHANGE
FEMA_SUBPAGES_REPORT,178,178,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
US_NAVY_SUBPAGES_REPORT,94,94,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,235,235,NO CHANGE
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,91,91,NO CHANGE
USA_SUBPAGES_REPORT,43,43,NO CHANGE
US_AIR_FORCE_SUBPAGES_REPORT,147,147,NO CHANGE
DHS_SUBPAGES_REPORT,87,87,NO CHANGE
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,121,121,NO CHANGE
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,86,86,NO CHANGE
CDC_SUBPAGES_REPORT,136,136,NO CHANGE
US_ARMY_SUBPAGES_REPORT,57,57,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,167,167,NO CHANGE
VETERANS_AFFAIRS_SUBPAGES_REPORT,40,40,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,217,217,NO CHANGE
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,136,136,NO CHANGE
TSA_SUBPAGES_REPORT,48,48,NO CHANGE
