DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
DHS_SUBPAGES_REPORT,95,96,+1 LINKS
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,84,85,+1 LINKS
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,240,241,+1 LINKS
STATE_SUBPAGES_REPORT,390,391,+1 LINKS
FEMA_SUBPAGES_REPORT,185,186,+1 LINKS
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,140,142,+2 LINKS
US_NAVY_SUBPAGES_REPORT,93,93,NO CHANGE
DEFENSE_SUBPAGES_REPORT,82,82,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,218,218,NO CHANGE
JUSTICE_SUBPAGES_REPORT,62,62,NO CHANGE
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,169,169,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
CDC_SUBPAGES_REPORT,142,142,NO CHANGE
FBI_SUBPAGES_REPORT,97,97,NO CHANGE
IRS_SUBPAGES_REPORT,97,97,NO CHANGE
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,103,103,NO CHANGE
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,120,120,NO CHANGE
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,78,78,NO CHANGE
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,124,124,NO CHANGE
WHITE_HOUSE_SUBPAGES_REPORT,70,70,NO CHANGE
US_AIR_FORCE_SUBPAGES_REPORT,151,151,NO CHANGE
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,87,87,NO CHANGE
US_ARMY_SUBPAGES_REPORT,57,57,NO CHANGE
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,176,176,NO CHANGE
VETERANS_AFFAIRS_SUBPAGES_REPORT,40,40,NO CHANGE
TSA_SUBPAGES_REPORT,48,48,NO CHANGE
USA_SUBPAGES_REPORT,44,44,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
