DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
CDC_SUBPAGES_REPORT,134,135,+1 LINKS
DHS_SUBPAGES_REPORT,91,90,-1 LINKS
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,79,81,+2 LINKS
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,97,94,-3 LINKS
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,230,230,NO CHANGE
JUSTICE_SUBPAGES_REPORT,1,1,NO CHANGE
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,136,136,NO CHANGE
US_AIR_FORCE_SUBPAGES_REPORT,148,148,NO CHANGE
FBI_SUBPAGES_REPORT,79,79,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
WHITE_HOUSE_SUBPAGES_REPORT,46,46,NO CHANGE
FEMA_SUBPAGES_REPORT,167,167,NO CHANGE
TSA_SUBPAGES_REPORT,131,131,NO CHANGE
STATE_SUBPAGES_REPORT,329,329,NO CHANGE
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,85,85,NO CHANGE
US_ARMY_SUBPAGES_REPORT,59,59,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
US_NAVY_SUBPAGES_REPORT,63,63,NO CHANGE
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,182,182,NO CHANGE
DEFENSE_SUBPAGES_REPORT,23,23,NO CHANGE
DOGE_SUBPAGES_REPORT,7,7,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,216,216,NO CHANGE
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,117,117,NO CHANGE
IRS_SUBPAGES_REPORT,98,98,NO CHANGE
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,78,78,NO CHANGE
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,91,91,NO CHANGE
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,154,154,NO CHANGE
USA_SUBPAGES_REPORT,41,41,NO CHANGE
VETERANS_AFFAIRS_SUBPAGES_REPORT,41,41,NO CHANGE
