DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
IRS_SUBPAGES_REPORT,92,93,+1 LINKS
DHS_SUBPAGES_REPORT,88,87,-1 LINKS
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,116,115,-1 LINKS
DEFENSE_SUBPAGES_REPORT,96,95,-1 LINKS
US_AIR_FORCE_SUBPAGES_REPORT,166,168,+2 LINKS
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,82,80,-2 LINKS
STATE_SUBPAGES_REPORT,355,351,-4 LINKS
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,82,82,NO CHANGE
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,91,91,NO CHANGE
TSA_SUBPAGES_REPORT,125,125,NO CHANGE
FBI_SUBPAGES_REPORT,80,80,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,83,83,NO CHANGE
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,159,159,NO CHANGE
JUSTICE_SUBPAGES_REPORT,61,61,NO CHANGE
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,184,184,NO CHANGE
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,80,80,NO CHANGE
USA_SUBPAGES_REPORT,41,41,NO CHANGE
VETERANS_AFFAIRS_SUBPAGES_REPORT,41,41,NO CHANGE
US_NAVY_SUBPAGES_REPORT,59,59,NO CHANGE
CDC_SUBPAGES_REPORT,137,137,NO CHANGE
DOGE_SUBPAGES_REPORT,8,8,NO CHANGE
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,138,138,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,218,218,NO CHANGE
WHITE_HOUSE_SUBPAGES_REPORT,40,40,NO CHANGE
US_ARMY_SUBPAGES_REPORT,59,59,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,234,234,NO CHANGE
FEMA_SUBPAGES_REPORT,169,169,NO CHANGE
