DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
DEFENSE_SUBPAGES_REPORT,83,84,+1 LINKS
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,85,86,+1 LINKS
FBI_SUBPAGES_REPORT,97,98,+1 LINKS
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,87,88,+1 LINKS
STATE_SUBPAGES_REPORT,390,391,+1 LINKS
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,240,239,-1 LINKS
US_AIR_FORCE_SUBPAGES_REPORT,149,148,-1 LINKS
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,178,177,-1 LINKS
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,78,80,+2 LINKS
FEDERAL_RESERVE_SUBPAGES_REPORT,218,216,-2 LINKS
US_NAVY_SUBPAGES_REPORT,93,93,NO CHANGE
DHS_SUBPAGES_REPORT,95,95,NO CHANGE
JUSTICE_SUBPAGES_REPORT,62,62,NO CHANGE
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,172,172,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
CDC_SUBPAGES_REPORT,142,142,NO CHANGE
IRS_SUBPAGES_REPORT,97,97,NO CHANGE
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,103,103,NO CHANGE
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,124,124,NO CHANGE
WHITE_HOUSE_SUBPAGES_REPORT,70,70,NO CHANGE
US_ARMY_SUBPAGES_REPORT,57,57,NO CHANGE
VETERANS_AFFAIRS_SUBPAGES_REPORT,40,40,NO CHANGE
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,145,145,NO CHANGE
TSA_SUBPAGES_REPORT,48,48,NO CHANGE
USA_SUBPAGES_REPORT,44,44,NO CHANGE
FEMA_SUBPAGES_REPORT,185,185,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
