DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,83,84,+1 LINKS
STATE_SUBPAGES_REPORT,356,355,-1 LINKS
VETERANS_AFFAIRS_SUBPAGES_REPORT,41,40,-1 LINKS
US_AIR_FORCE_SUBPAGES_REPORT,174,172,-2 LINKS
DEFENSE_SUBPAGES_REPORT,94,98,+4 LINKS
JUSTICE_SUBPAGES_REPORT,60,60,NO CHANGE
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,161,161,NO CHANGE
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,116,116,NO CHANGE
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,79,79,NO CHANGE
IRS_SUBPAGES_REPORT,91,91,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
FEMA_SUBPAGES_REPORT,174,174,NO CHANGE
US_NAVY_SUBPAGES_REPORT,59,59,NO CHANGE
WHITE_HOUSE_SUBPAGES_REPORT,40,40,NO CHANGE
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,91,91,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,219,219,NO CHANGE
DOGE_SUBPAGES_REPORT,8,8,NO CHANGE
FBI_SUBPAGES_REPORT,80,80,NO CHANGE
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,184,184,NO CHANGE
DHS_SUBPAGES_REPORT,88,88,NO CHANGE
US_ARMY_SUBPAGES_REPORT,59,59,NO CHANGE
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,138,138,NO CHANGE
TSA_SUBPAGES_REPORT,125,125,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,234,234,NO CHANGE
USA_SUBPAGES_REPORT,41,41,NO CHANGE
CDC_SUBPAGES_REPORT,138,138,NO CHANGE
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,69,69,NO CHANGE
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,81,81,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
