DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
DEFENSE_SUBPAGES_REPORT,82,83,+1 LINKS
CDC_SUBPAGES_REPORT,139,140,+1 LINKS
FBI_SUBPAGES_REPORT,97,98,+1 LINKS
US_AIR_FORCE_SUBPAGES_REPORT,150,151,+1 LINKS
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,80,79,-1 LINKS
USA_SUBPAGES_REPORT,44,43,-1 LINKS
STATE_SUBPAGES_REPORT,385,384,-1 LINKS
US_NAVY_SUBPAGES_REPORT,97,97,NO CHANGE
DHS_SUBPAGES_REPORT,96,96,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,219,219,NO CHANGE
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,84,84,NO CHANGE
JUSTICE_SUBPAGES_REPORT,62,62,NO CHANGE
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,172,172,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,239,239,NO CHANGE
IRS_SUBPAGES_REPORT,96,96,NO CHANGE
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,104,104,NO CHANGE
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,120,120,NO CHANGE
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,124,124,NO CHANGE
WHITE_HOUSE_SUBPAGES_REPORT,70,70,NO CHANGE
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,87,87,NO CHANGE
US_ARMY_SUBPAGES_REPORT,57,57,NO CHANGE
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,177,177,NO CHANGE
VETERANS_AFFAIRS_SUBPAGES_REPORT,40,40,NO CHANGE
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,145,145,NO CHANGE
TSA_SUBPAGES_REPORT,48,48,NO CHANGE
FEMA_SUBPAGES_REPORT,182,182,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
