DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
DHS_SUBPAGES_REPORT,89,90,+1 LINKS
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,84,85,+1 LINKS
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,92,93,+1 LINKS
JUSTICE_SUBPAGES_REPORT,61,60,-1 LINKS
DEFENSE_SUBPAGES_REPORT,22,25,+3 LINKS
CDC_SUBPAGES_REPORT,135,135,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,227,227,NO CHANGE
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,138,138,NO CHANGE
US_AIR_FORCE_SUBPAGES_REPORT,153,153,NO CHANGE
FBI_SUBPAGES_REPORT,79,79,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
WHITE_HOUSE_SUBPAGES_REPORT,46,46,NO CHANGE
FEMA_SUBPAGES_REPORT,166,166,NO CHANGE
TSA_SUBPAGES_REPORT,128,128,NO CHANGE
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,80,80,NO CHANGE
STATE_SUBPAGES_REPORT,333,333,NO CHANGE
US_ARMY_SUBPAGES_REPORT,59,59,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
US_NAVY_SUBPAGES_REPORT,62,62,NO CHANGE
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,92,92,NO CHANGE
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,182,182,NO CHANGE
DOGE_SUBPAGES_REPORT,7,7,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,216,216,NO CHANGE
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,116,116,NO CHANGE
IRS_SUBPAGES_REPORT,98,98,NO CHANGE
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,78,78,NO CHANGE
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,156,156,NO CHANGE
USA_SUBPAGES_REPORT,41,41,NO CHANGE
VETERANS_AFFAIRS_SUBPAGES_REPORT,41,41,NO CHANGE
