DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
WHITE_HOUSE_SUBPAGES_REPORT,42,43,+1 LINKS
US_AIR_FORCE_SUBPAGES_REPORT,150,149,-1 LINKS
STATE_SUBPAGES_REPORT,351,350,-1 LINKS
DHS_SUBPAGES_REPORT,90,92,+2 LINKS
FEMA_SUBPAGES_REPORT,168,166,-2 LINKS
USA_SUBPAGES_REPORT,43,41,-2 LINKS
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,135,135,NO CHANGE
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,163,163,NO CHANGE
TSA_SUBPAGES_REPORT,122,122,NO CHANGE
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,120,120,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,218,218,NO CHANGE
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,79,79,NO CHANGE
DEFENSE_SUBPAGES_REPORT,92,92,NO CHANGE
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,86,86,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
US_ARMY_SUBPAGES_REPORT,58,58,NO CHANGE
IRS_SUBPAGES_REPORT,92,92,NO CHANGE
VETERANS_AFFAIRS_SUBPAGES_REPORT,39,39,NO CHANGE
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,114,114,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,185,185,NO CHANGE
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,83,83,NO CHANGE
FBI_SUBPAGES_REPORT,82,82,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,233,233,NO CHANGE
US_NAVY_SUBPAGES_REPORT,61,61,NO CHANGE
DOGE_SUBPAGES_REPORT,8,8,NO CHANGE
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,114,114,NO CHANGE
JUSTICE_SUBPAGES_REPORT,60,60,NO CHANGE
CDC_SUBPAGES_REPORT,138,138,NO CHANGE
