DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
US_NAVY_SUBPAGES_REPORT,90,91,+1 LINKS
DEFENSE_SUBPAGES_REPORT,92,91,-1 LINKS
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,167,166,-1 LINKS
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,80,78,-2 LINKS
STATE_SUBPAGES_REPORT,385,385,NO CHANGE
IRS_SUBPAGES_REPORT,96,96,NO CHANGE
JUSTICE_SUBPAGES_REPORT,57,57,NO CHANGE
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,113,113,NO CHANGE
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,83,83,NO CHANGE
FEMA_SUBPAGES_REPORT,174,174,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,233,233,NO CHANGE
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,91,91,NO CHANGE
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,171,171,NO CHANGE
USA_SUBPAGES_REPORT,43,43,NO CHANGE
US_AIR_FORCE_SUBPAGES_REPORT,148,148,NO CHANGE
DHS_SUBPAGES_REPORT,88,88,NO CHANGE
WHITE_HOUSE_SUBPAGES_REPORT,20,20,NO CHANGE
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,121,121,NO CHANGE
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,84,84,NO CHANGE
CDC_SUBPAGES_REPORT,136,136,NO CHANGE
US_ARMY_SUBPAGES_REPORT,57,57,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
DOGE_SUBPAGES_REPORT,8,8,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
VETERANS_AFFAIRS_SUBPAGES_REPORT,40,40,NO CHANGE
FBI_SUBPAGES_REPORT,96,96,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,218,218,NO CHANGE
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,133,133,NO CHANGE
TSA_SUBPAGES_REPORT,48,48,NO CHANGE
