DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
US_AIR_FORCE_SUBPAGES_REPORT,149,150,+1 LINKS
DHS_SUBPAGES_REPORT,88,89,+1 LINKS
JUSTICE_SUBPAGES_REPORT,61,60,-1 LINKS
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,183,182,-1 LINKS
DEFENSE_SUBPAGES_REPORT,14,23,+9 LINKS
CDC_SUBPAGES_REPORT,133,133,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,227,227,NO CHANGE
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,138,138,NO CHANGE
FBI_SUBPAGES_REPORT,79,79,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
WHITE_HOUSE_SUBPAGES_REPORT,46,46,NO CHANGE
FEMA_SUBPAGES_REPORT,166,166,NO CHANGE
TSA_SUBPAGES_REPORT,127,127,NO CHANGE
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,80,80,NO CHANGE
STATE_SUBPAGES_REPORT,329,329,NO CHANGE
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,85,85,NO CHANGE
US_ARMY_SUBPAGES_REPORT,59,59,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
US_NAVY_SUBPAGES_REPORT,63,63,NO CHANGE
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,94,94,NO CHANGE
DOGE_SUBPAGES_REPORT,7,7,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,214,214,NO CHANGE
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,116,116,NO CHANGE
IRS_SUBPAGES_REPORT,97,97,NO CHANGE
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,78,78,NO CHANGE
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,93,93,NO CHANGE
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,157,157,NO CHANGE
USA_SUBPAGES_REPORT,41,41,NO CHANGE
VETERANS_AFFAIRS_SUBPAGES_REPORT,41,41,NO CHANGE
