DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,83,84,+1 LINKS
US_ARMY_SUBPAGES_REPORT,59,58,-1 LINKS
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,70,69,-1 LINKS
STATE_SUBPAGES_REPORT,354,353,-1 LINKS
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,185,184,-1 LINKS
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,79,81,+2 LINKS
DEFENSE_SUBPAGES_REPORT,90,87,-3 LINKS
US_AIR_FORCE_SUBPAGES_REPORT,149,164,+15 LINKS
WHITE_HOUSE_SUBPAGES_REPORT,40,40,NO CHANGE
TSA_SUBPAGES_REPORT,123,123,NO CHANGE
VETERANS_AFFAIRS_SUBPAGES_REPORT,41,41,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,81,81,NO CHANGE
US_NAVY_SUBPAGES_REPORT,60,60,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
DHS_SUBPAGES_REPORT,89,89,NO CHANGE
CDC_SUBPAGES_REPORT,139,139,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
IRS_SUBPAGES_REPORT,92,92,NO CHANGE
FBI_SUBPAGES_REPORT,80,80,NO CHANGE
FEMA_SUBPAGES_REPORT,174,174,NO CHANGE
USA_SUBPAGES_REPORT,41,41,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,219,219,NO CHANGE
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,116,116,NO CHANGE
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,92,92,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,233,233,NO CHANGE
JUSTICE_SUBPAGES_REPORT,61,61,NO CHANGE
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,136,136,NO CHANGE
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,158,158,NO CHANGE
DOGE_SUBPAGES_REPORT,8,8,NO CHANGE
