DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
DHS_SUBPAGES_REPORT,88,89,+1 LINKS
STATE_SUBPAGES_REPORT,332,333,+1 LINKS
CDC_SUBPAGES_REPORT,136,135,-1 LINKS
DEFENSE_SUBPAGES_REPORT,15,14,-1 LINKS
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,158,157,-1 LINKS
TSA_SUBPAGES_REPORT,126,128,+2 LINKS
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,80,78,-2 LINKS
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,94,85,-9 LINKS
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,227,227,NO CHANGE
JUSTICE_SUBPAGES_REPORT,60,60,NO CHANGE
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,138,138,NO CHANGE
US_AIR_FORCE_SUBPAGES_REPORT,149,149,NO CHANGE
FBI_SUBPAGES_REPORT,79,79,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
WHITE_HOUSE_SUBPAGES_REPORT,45,45,NO CHANGE
FEMA_SUBPAGES_REPORT,166,166,NO CHANGE
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,80,80,NO CHANGE
US_ARMY_SUBPAGES_REPORT,59,59,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
US_NAVY_SUBPAGES_REPORT,63,63,NO CHANGE
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,94,94,NO CHANGE
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,184,184,NO CHANGE
DOGE_SUBPAGES_REPORT,7,7,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,215,215,NO CHANGE
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,116,116,NO CHANGE
IRS_SUBPAGES_REPORT,97,97,NO CHANGE
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,93,93,NO CHANGE
USA_SUBPAGES_REPORT,41,41,NO CHANGE
VETERANS_AFFAIRS_SUBPAGES_REPORT,41,41,NO CHANGE
