DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
DHS_SUBPAGES_REPORT,87,88,+1 LINKS
FEMA_SUBPAGES_REPORT,176,174,-2 LINKS
DEFENSE_SUBPAGES_REPORT,92,90,-2 LINKS
STATE_SUBPAGES_REPORT,385,385,NO CHANGE
IRS_SUBPAGES_REPORT,96,96,NO CHANGE
JUSTICE_SUBPAGES_REPORT,57,57,NO CHANGE
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,113,113,NO CHANGE
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,83,83,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
US_NAVY_SUBPAGES_REPORT,90,90,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,233,233,NO CHANGE
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,91,91,NO CHANGE
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,172,172,NO CHANGE
USA_SUBPAGES_REPORT,43,43,NO CHANGE
US_AIR_FORCE_SUBPAGES_REPORT,147,147,NO CHANGE
WHITE_HOUSE_SUBPAGES_REPORT,20,20,NO CHANGE
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,121,121,NO CHANGE
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,85,85,NO CHANGE
CDC_SUBPAGES_REPORT,136,136,NO CHANGE
US_ARMY_SUBPAGES_REPORT,57,57,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
DOGE_SUBPAGES_REPORT,7,7,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,166,166,NO CHANGE
VETERANS_AFFAIRS_SUBPAGES_REPORT,40,40,NO CHANGE
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,80,80,NO CHANGE
FBI_SUBPAGES_REPORT,97,97,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,218,218,NO CHANGE
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,134,134,NO CHANGE
TSA_SUBPAGES_REPORT,48,48,NO CHANGE
