DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
FEMA_SUBPAGES_REPORT,166,167,+1 LINKS
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,162,163,+1 LINKS
DHS_SUBPAGES_REPORT,91,90,-1 LINKS
US_NAVY_SUBPAGES_REPORT,61,0,-61 LINKS
DEFENSE_SUBPAGES_REPORT,93,0,-93 LINKS
US_AIR_FORCE_SUBPAGES_REPORT,149,0,-149 LINKS
USA_SUBPAGES_REPORT,41,41,NO CHANGE
FBI_SUBPAGES_REPORT,82,82,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,233,233,NO CHANGE
US_ARMY_SUBPAGES_REPORT,58,58,NO CHANGE
VETERANS_AFFAIRS_SUBPAGES_REPORT,39,39,NO CHANGE
CDC_SUBPAGES_REPORT,139,139,NO CHANGE
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,185,185,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
IRS_SUBPAGES_REPORT,91,91,NO CHANGE
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,81,81,NO CHANGE
TSA_SUBPAGES_REPORT,121,121,NO CHANGE
STATE_SUBPAGES_REPORT,352,352,NO CHANGE
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,134,134,NO CHANGE
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,81,81,NO CHANGE
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,114,114,NO CHANGE
JUSTICE_SUBPAGES_REPORT,61,61,NO CHANGE
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,93,93,NO CHANGE
DOGE_SUBPAGES_REPORT,8,8,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,218,218,NO CHANGE
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,92,92,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,120,120,NO CHANGE
WHITE_HOUSE_SUBPAGES_REPORT,42,42,NO CHANGE
