DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
JUSTICE_SUBPAGES_REPORT,58,59,+1 LINKS
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,84,85,+1 LINKS
US_AIR_FORCE_SUBPAGES_REPORT,148,149,+1 LINKS
US_ARMY_SUBPAGES_REPORT,59,58,-1 LINKS
US_NAVY_SUBPAGES_REPORT,68,67,-1 LINKS
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,133,135,+2 LINKS
DEFENSE_SUBPAGES_REPORT,92,94,+2 LINKS
STATE_SUBPAGES_REPORT,385,383,-2 LINKS
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,78,78,NO CHANGE
DHS_SUBPAGES_REPORT,87,87,NO CHANGE
CDC_SUBPAGES_REPORT,136,136,NO CHANGE
FEMA_SUBPAGES_REPORT,171,171,NO CHANGE
USA_SUBPAGES_REPORT,43,43,NO CHANGE
IRS_SUBPAGES_REPORT,96,96,NO CHANGE
DOGE_SUBPAGES_REPORT,8,8,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,218,218,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
VETERANS_AFFAIRS_SUBPAGES_REPORT,39,39,NO CHANGE
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,120,120,NO CHANGE
FBI_SUBPAGES_REPORT,95,95,NO CHANGE
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,84,84,NO CHANGE
TSA_SUBPAGES_REPORT,118,118,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,83,83,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,233,233,NO CHANGE
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,113,113,NO CHANGE
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,184,184,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,163,163,NO CHANGE
WHITE_HOUSE_SUBPAGES_REPORT,32,32,NO CHANGE
