DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
TSA_SUBPAGES_REPORT,121,122,+1 LINKS
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,84,83,-1 LINKS
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,80,78,-2 LINKS
DEFENSE_SUBPAGES_REPORT,94,91,-3 LINKS
JUSTICE_SUBPAGES_REPORT,56,61,+5 LINKS
US_NAVY_SUBPAGES_REPORT,67,62,-5 LINKS
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,85,0,-85 LINKS
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,184,0,-184 LINKS
STATE_SUBPAGES_REPORT,355,0,-355 LINKS
DHS_SUBPAGES_REPORT,87,87,NO CHANGE
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,134,134,NO CHANGE
CDC_SUBPAGES_REPORT,137,137,NO CHANGE
FEMA_SUBPAGES_REPORT,171,171,NO CHANGE
USA_SUBPAGES_REPORT,43,43,NO CHANGE
IRS_SUBPAGES_REPORT,94,94,NO CHANGE
DOGE_SUBPAGES_REPORT,8,8,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,218,218,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
VETERANS_AFFAIRS_SUBPAGES_REPORT,39,39,NO CHANGE
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,119,119,NO CHANGE
FBI_SUBPAGES_REPORT,95,95,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,71,71,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,233,233,NO CHANGE
US_ARMY_SUBPAGES_REPORT,58,58,NO CHANGE
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,113,113,NO CHANGE
US_AIR_FORCE_SUBPAGES_REPORT,147,147,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,163,163,NO CHANGE
WHITE_HOUSE_SUBPAGES_REPORT,38,38,NO CHANGE
