DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,178,177,-1 LINKS
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,79,81,+2 LINKS
US_NAVY_SUBPAGES_REPORT,93,93,NO CHANGE
DHS_SUBPAGES_REPORT,97,97,NO CHANGE
DEFENSE_SUBPAGES_REPORT,81,81,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,220,220,NO CHANGE
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,84,84,NO CHANGE
JUSTICE_SUBPAGES_REPORT,62,62,NO CHANGE
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,175,175,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,239,239,NO CHANGE
CDC_SUBPAGES_REPORT,139,139,NO CHANGE
FBI_SUBPAGES_REPORT,98,98,NO CHANGE
IRS_SUBPAGES_REPORT,99,99,NO CHANGE
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,104,104,NO CHANGE
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,120,120,NO CHANGE
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,122,122,NO CHANGE
WHITE_HOUSE_SUBPAGES_REPORT,71,71,NO CHANGE
US_AIR_FORCE_SUBPAGES_REPORT,154,154,NO CHANGE
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,87,87,NO CHANGE
US_ARMY_SUBPAGES_REPORT,57,57,NO CHANGE
VETERANS_AFFAIRS_SUBPAGES_REPORT,40,40,NO CHANGE
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,145,145,NO CHANGE
TSA_SUBPAGES_REPORT,48,48,NO CHANGE
USA_SUBPAGES_REPORT,43,43,NO CHANGE
STATE_SUBPAGES_REPORT,387,387,NO CHANGE
FEMA_SUBPAGES_REPORT,179,179,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
