DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
WHITE_HOUSE_SUBPAGES_REPORT,18,19,+1 LINKS
STATE_SUBPAGES_REPORT,383,382,-1 LINKS
DHS_SUBPAGES_REPORT,89,88,-1 LINKS
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,88,87,-1 LINKS
FEMA_SUBPAGES_REPORT,178,177,-1 LINKS
US_AIR_FORCE_SUBPAGES_REPORT,148,150,+2 LINKS
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,0,2,+2 LINKS
DEFENSE_SUBPAGES_REPORT,84,86,+2 LINKS
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,82,80,-2 LINKS
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,138,136,-2 LINKS
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,167,167,NO CHANGE
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,83,83,NO CHANGE
JUSTICE_SUBPAGES_REPORT,56,56,NO CHANGE
FBI_SUBPAGES_REPORT,97,97,NO CHANGE
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,169,169,NO CHANGE
CDC_SUBPAGES_REPORT,137,137,NO CHANGE
US_NAVY_SUBPAGES_REPORT,94,94,NO CHANGE
US_ARMY_SUBPAGES_REPORT,57,57,NO CHANGE
USA_SUBPAGES_REPORT,43,43,NO CHANGE
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,113,113,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,218,218,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,235,235,NO CHANGE
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,123,123,NO CHANGE
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,94,94,NO CHANGE
TSA_SUBPAGES_REPORT,48,48,NO CHANGE
IRS_SUBPAGES_REPORT,96,96,NO CHANGE
VETERANS_AFFAIRS_SUBPAGES_REPORT,40,40,NO CHANGE
