DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
US_AIR_FORCE_SUBPAGES_REPORT,160,161,+1 LINKS
FEMA_SUBPAGES_REPORT,167,166,-1 LINKS
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,117,116,-1 LINKS
WHITE_HOUSE_SUBPAGES_REPORT,65,69,+4 LINKS
STATE_SUBPAGES_REPORT,329,333,+4 LINKS
CDC_SUBPAGES_REPORT,135,135,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,232,232,NO CHANGE
JUSTICE_SUBPAGES_REPORT,1,1,NO CHANGE
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,136,136,NO CHANGE
DHS_SUBPAGES_REPORT,54,54,NO CHANGE
FBI_SUBPAGES_REPORT,78,78,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
TSA_SUBPAGES_REPORT,133,133,NO CHANGE
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,81,81,NO CHANGE
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,87,87,NO CHANGE
US_ARMY_SUBPAGES_REPORT,59,59,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
US_NAVY_SUBPAGES_REPORT,62,62,NO CHANGE
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,92,92,NO CHANGE
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,182,182,NO CHANGE
DEFENSE_SUBPAGES_REPORT,0,0,NO CHANGE
DOGE_SUBPAGES_REPORT,7,7,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,215,215,NO CHANGE
IRS_SUBPAGES_REPORT,99,99,NO CHANGE
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,78,78,NO CHANGE
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,90,90,NO CHANGE
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,154,154,NO CHANGE
USA_SUBPAGES_REPORT,41,41,NO CHANGE
VETERANS_AFFAIRS_SUBPAGES_REPORT,41,41,NO CHANGE
