DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,122,123,+1 LINKS
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,143,144,+1 LINKS
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,175,174,-1 LINKS
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,81,83,+2 LINKS
CDC_SUBPAGES_REPORT,140,138,-2 LINKS
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,239,236,-3 LINKS
US_NAVY_SUBPAGES_REPORT,97,91,-6 LINKS
VETERANS_AFFAIRS_SUBPAGES_REPORT,40,40,NO CHANGE
FBI_SUBPAGES_REPORT,98,98,NO CHANGE
WHITE_HOUSE_SUBPAGES_REPORT,18,18,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,219,219,NO CHANGE
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,83,83,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,87,87,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
TSA_SUBPAGES_REPORT,49,49,NO CHANGE
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,167,167,NO CHANGE
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,108,108,NO CHANGE
FEMA_SUBPAGES_REPORT,181,181,NO CHANGE
STATE_SUBPAGES_REPORT,372,372,NO CHANGE
DHS_SUBPAGES_REPORT,97,97,NO CHANGE
USA_SUBPAGES_REPORT,43,43,NO CHANGE
DEFENSE_SUBPAGES_REPORT,87,87,NO CHANGE
IRS_SUBPAGES_REPORT,99,99,NO CHANGE
JUSTICE_SUBPAGES_REPORT,56,56,NO CHANGE
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,103,103,NO CHANGE
US_ARMY_SUBPAGES_REPORT,57,57,NO CHANGE
US_AIR_FORCE_SUBPAGES_REPORT,152,152,NO CHANGE
