DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
WHITE_HOUSE_SUBPAGES_REPORT,47,48,+1 LINKS
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,179,178,-1 LINKS
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,83,81,-2 LINKS
STATE_SUBPAGES_REPORT,386,384,-2 LINKS
DEFENSE_SUBPAGES_REPORT,82,87,+5 LINKS
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,119,108,-11 LINKS
VETERANS_AFFAIRS_SUBPAGES_REPORT,40,40,NO CHANGE
FBI_SUBPAGES_REPORT,98,98,NO CHANGE
CDC_SUBPAGES_REPORT,140,140,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,219,219,NO CHANGE
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,84,84,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
US_NAVY_SUBPAGES_REPORT,97,97,NO CHANGE
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,87,87,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
TSA_SUBPAGES_REPORT,49,49,NO CHANGE
FEMA_SUBPAGES_REPORT,181,181,NO CHANGE
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,123,123,NO CHANGE
DHS_SUBPAGES_REPORT,97,97,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,239,239,NO CHANGE
USA_SUBPAGES_REPORT,43,43,NO CHANGE
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,175,175,NO CHANGE
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,144,144,NO CHANGE
IRS_SUBPAGES_REPORT,99,99,NO CHANGE
JUSTICE_SUBPAGES_REPORT,58,58,NO CHANGE
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,103,103,NO CHANGE
US_ARMY_SUBPAGES_REPORT,57,57,NO CHANGE
US_AIR_FORCE_SUBPAGES_REPORT,152,152,NO CHANGE
