DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,160,161,+1 LINKS
US_AIR_FORCE_SUBPAGES_REPORT,147,148,+1 LINKS
DEFENSE_SUBPAGES_REPORT,94,95,+1 LINKS
DHS_SUBPAGES_REPORT,88,89,+1 LINKS
TSA_SUBPAGES_REPORT,122,121,-1 LINKS
STATE_SUBPAGES_REPORT,355,354,-1 LINKS
JUSTICE_SUBPAGES_REPORT,61,60,-1 LINKS
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,68,114,+46 LINKS
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,135,135,NO CHANGE
FEMA_SUBPAGES_REPORT,170,170,NO CHANGE
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,120,120,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,216,216,NO CHANGE
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,79,79,NO CHANGE
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,86,86,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
US_ARMY_SUBPAGES_REPORT,58,58,NO CHANGE
IRS_SUBPAGES_REPORT,94,94,NO CHANGE
VETERANS_AFFAIRS_SUBPAGES_REPORT,39,39,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,186,186,NO CHANGE
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,83,83,NO CHANGE
FBI_SUBPAGES_REPORT,82,82,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,233,233,NO CHANGE
USA_SUBPAGES_REPORT,43,43,NO CHANGE
US_NAVY_SUBPAGES_REPORT,61,61,NO CHANGE
DOGE_SUBPAGES_REPORT,8,8,NO CHANGE
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,114,114,NO CHANGE
WHITE_HOUSE_SUBPAGES_REPORT,42,42,NO CHANGE
CDC_SUBPAGES_REPORT,137,137,NO CHANGE
