DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
DEFENSE_SUBPAGES_REPORT,89,88,-1 LINKS
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,81,79,-2 LINKS
US_AIR_FORCE_SUBPAGES_REPORT,153,149,-4 LINKS
WHITE_HOUSE_SUBPAGES_REPORT,40,40,NO CHANGE
US_ARMY_SUBPAGES_REPORT,59,59,NO CHANGE
TSA_SUBPAGES_REPORT,123,123,NO CHANGE
VETERANS_AFFAIRS_SUBPAGES_REPORT,41,41,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,81,81,NO CHANGE
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,83,83,NO CHANGE
US_NAVY_SUBPAGES_REPORT,60,60,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,70,70,NO CHANGE
DHS_SUBPAGES_REPORT,88,88,NO CHANGE
CDC_SUBPAGES_REPORT,139,139,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
IRS_SUBPAGES_REPORT,92,92,NO CHANGE
FBI_SUBPAGES_REPORT,80,80,NO CHANGE
FEMA_SUBPAGES_REPORT,173,173,NO CHANGE
USA_SUBPAGES_REPORT,41,41,NO CHANGE
FEDERAL_RESERVE_SUBPAGES_REPORT,219,219,NO CHANGE
DEPARTMENT_OF_EDUCATION_SUBPAGES_REPORT,115,115,NO CHANGE
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,92,92,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,233,233,NO CHANGE
JUSTICE_SUBPAGES_REPORT,61,61,NO CHANGE
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,136,136,NO CHANGE
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,158,158,NO CHANGE
STATE_SUBPAGES_REPORT,354,354,NO CHANGE
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,185,185,NO CHANGE
DOGE_SUBPAGES_REPORT,8,8,NO CHANGE
