DEPT,PREVIOUS_LINK_SUM,CURRENT_LINK_SUM,CHANGE_SUMMARY
DEFENSE_SUBPAGES_REPORT,84,85,+1 LINKS
FEDERAL_RESERVE_SUBPAGES_REPORT,216,217,+1 LINKS
SMALL_BUSINESS_ADMINISTRATION_SUBPAGES_REPORT,177,178,+1 LINKS
VETERANS_AFFAIRS_SUBPAGES_REPORT,40,41,+1 LINKS
US_GEOLOGICAL_SURVEY_SUBPAGES_REPORT,172,171,-1 LINKS
NATIONAL_SCIENCE_FOUNDATION_SUBPAGES_REPORT,88,87,-1 LINKS
STATE_SUBPAGES_REPORT,391,390,-1 LINKS
US_AIR_FORCE_SUBPAGES_REPORT,148,151,+3 LINKS
US_NAVY_SUBPAGES_REPORT,93,93,NO CHANGE
DHS_SUBPAGES_REPORT,95,95,NO CHANGE
LIBRARY_OF_CONGRESS_SUBPAGES_REPORT,86,86,NO CHANGE
JUSTICE_SUBPAGES_REPORT,62,62,NO CHANGE
HEALTH_AND_HUMAN_SERVICES_SUBPAGES_REPORT,0,0,NO CHANGE
SECURITIES_AND_EXCHANGE_COMMISSION_SUBPAGES_REPORT,2,2,NO CHANGE
DEPARTMENT_OF_THE_TREASURY_SUBPAGES_REPORT,239,239,NO CHANGE
CDC_SUBPAGES_REPORT,142,142,NO CHANGE
FBI_SUBPAGES_REPORT,98,98,NO CHANGE
IRS_SUBPAGES_REPORT,97,97,NO CHANGE
ENVIRONMENTAL_PROTECTION_AGENCY_SUBPAGES_REPORT,103,103,NO CHANGE
SOCIAL_SECURITY_ADMINISTRATION_SUBPAGES_REPORT,80,80,NO CHANGE
NATIONAL_INSTITUTES_OF_HEALTH_SUBPAGES_REPORT,124,124,NO CHANGE
WHITE_HOUSE_SUBPAGES_REPORT,70,70,NO CHANGE
US_ARMY_SUBPAGES_REPORT,57,57,NO CHANGE
US_CITIZENSHIP_AND_IMMIGRATION_SERVICES_SUBPAGES_REPORT,145,145,NO CHANGE
TSA_SUBPAGES_REPORT,48,48,NO CHANGE
USA_SUBPAGES_REPORT,44,44,NO CHANGE
FEMA_SUBPAGES_REPORT,185,185,NO CHANGE
CIA_SUBPAGES_REPORT,0,0,NO CHANGE
